New_ID,STUDID,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Difficulty Level,Course Recommended,Course Rating,field of interest
2074,709,STEM Jr,Malaysia,Raffles World Academy,Male,12,online,24,2,App Development,4,ARTIFICIAL INTELLIGENCE
2075,710,Technology Innovative Learning,Malaysia,Diyafah International School Abu Dhabi,Male,9,online,96,4,Technology Innovative Learning,4,GAME DEVELOPMENT
2076,710,Space STEM,Pakistan,"Camp, Amity ( Al Nadha)",Male,12,offline,24,2,Technology Innovative Learning,4,GAME DEVELOPMENT
2077,711,Drone Technology,Pakistan,Diyafah International School Abu Dhabi,Male,9,online,96,4,Coding for kids,4,GAME DEVELOPMENT
2078,711,Young Entrepreneur,Syria,"DPS, Sharjah",Male,12,offline,24,2,AI,4,GAME DEVELOPMENT
2079,711,Data Analysis with PythonData Science,Syria,Diyafah International School Abu Dhabi,Male,9,offline,24,2,AI,3,GAME DEVELOPMENT
2080,711,3D Designing and PrintingApp Design and Development,UAE,Vibgyor,Male,12,online,48,3,Coding for kids,3,GAME DEVELOPMENT
2081,712,Space STEM,UAE,Diyafah International School Abu Dhabi,Male,8,offline,24,2,App Development,3,ARTIFICIAL INTELLIGENCE
2082,712,Graphic Designing & Animation,Syria,Homeschool Global Middle east,Male,12,offline,24,2,Coding for kids,4,ARTIFICIAL INTELLIGENCE
2083,713,French Language Course,Syria,Diyafah International School Abu Dhabi,Male,8,hybrid,96,4,Game Development,4,ARTIFICIAL INTELLIGENCE
2084,714,Microsoft Arcade,Armenia,IISD,Female,12,offline,48,3,Robotics Innovative Learning,3,GAME DEVELOPMENT
2085,714,C++ Programming,Armenia,Diyafah International School Abu Dhabi,Female,9,hybrid,48,3,Technology Innovative Learning,3,GAME DEVELOPMENT
2086,714,Young App Developer,Bahrain,Indian school bahrain,Female,12,online,24,2,3D Designing,4,GAME DEVELOPMENT
2087,714,STEM Sr,Bahrain,Diyafah International School Abu Dhabi,Female,8,hybrid,8,1,Python,5,GAME DEVELOPMENT
2088,715,Young App Developer,Bahrain,home schooling,Female,12,online,24,2,Coding for kids,4,ROBOTICS
2089,716,HTML Programming,Bahrain,Diyafah International School Abu Dhabi,Female,9,offline,24,2,App Development,5,CODING
2090,717,Metaverse,Iran,SMK Orkid Desa,Male,12,offline,24,2,Python,2,DESIGNING AND ANIMATION
2091,718,JAVA,Iran,Diyafah International School Abu Dhabi,Male,9,offline,24,2,Robotics Innovative Learning,5,CODING
2092,718,Public Speaking & Entrepreneurship,Switzerland,direct call,Female,8,hybrid,8,1,AI,2,CODING
2093,718,Artificial Intelligence & Machine Learning,Switzerland,Diyafah International School Abu Dhabi,Female,10,offline,96,4,Game Development,4,CODING
2094,718,Web Development,Poland,GEMS,Male,10,online,96,4,Robotics Innovative Learning,3,CODING
2095,719,Programming & Coding - Python/JAVA/HTML/C/C++,Poland,Diyafah International School Abu Dhabi,Male,8,offline,24,2,Python,2,CODING
2096,719,Young Entrepreneur,United Kingdom,Horizon International School - LLC,Female,8,offline,48,3,Coding for kids,4,CODING
2097,720,Young Designer,United Kingdom,Diyafah International School Abu Dhabi,Female,9,hybrid,48,3,Coding for kids,4,ROBOTICS
2098,721,STEM Jr,UAE,"Indian Embassy School, Riyadh",Male,12,hybrid,48,3,Game Development,5,GAME DEVELOPMENT
2099,721,Game Development with Unity,UAE,Diyafah International School Abu Dhabi,Male,9,hybrid,24,2,Game Development,3,GAME DEVELOPMENT
2100,721,Virtual Robotics,India,Emirates International School (Meadows),Male,12,online,48,3,Python,2,GAME DEVELOPMENT
2101,721,Graphic Designing,India,Diyafah International School Abu Dhabi,Male,9,online,48,3,Robotics Innovative Learning,4,GAME DEVELOPMENT
2102,721,Artificial Intelligence & Machine Learning,Poland,St Saviours School Ikoyi,Female,12,offline,24,2,Coding for kids,5,GAME DEVELOPMENT
2103,722,Game Development,Poland,Diyafah International School Abu Dhabi,Female,8,offline,48,3,Game Development,5,STEM
2104,722,C++ Programming,Kuwait,other,Male,12,online,24,2,Coding for kids,5,STEM
2105,723,French Language Course,Kuwait,Diyafah International School Abu Dhabi,Male,8,online,48,3,Graphics Designing,4,GAME DEVELOPMENT
2106,723,Young Coder,UAE,Al Diyafah High School,Female,12,offline,24,2,3D Designing,4,GAME DEVELOPMENT
2107,724,Artificial Intelligence & Machine Learning,UAE,Diyafah International School Abu Dhabi,Female,8,online,48,3,Graphics Designing,4,DESIGNING AND ANIMATION
2108,724,Virtual Robotics,Bahrain,Merryland International School,Female,12,online,48,3,App Development,5,DESIGNING AND ANIMATION
2109,725,Internet of Things,Bahrain,Diyafah International School Abu Dhabi,Female,8,hybrid,48,3,Robotics Innovative Learning,4,ROBOTICS
2110,725,Young Designer,China,St Saviours School Ikoyi,Male,9,offline,48,3,AI,2,ROBOTICS
2111,725,Young App Developer,China,Diyafah International School Abu Dhabi,Male,8,offline,8,1,Robotics Innovative Learning,2,ROBOTICS
2112,726,Young Designer,Syria,Al Basateen Private Nursery,Female,11,offline,48,3,3D Designing,4,CODING
2113,727,LEGO Robotics,Syria,Diyafah International School Abu Dhabi,Female,8,online,48,3,Technology Innovative Learning,5,ARTIFICIAL INTELLIGENCE
2114,727,Virtual Robotics & Mechatronics,Venezuela,Scottish High International School,Female,11,offline,48,3,Coding for kids,4,ARTIFICIAL INTELLIGENCE
2115,727,JAVA,Venezuela,Diyafah International School Abu Dhabi,Female,10,offline,24,2,Robotics Innovative Learning,5,ARTIFICIAL INTELLIGENCE
2116,728,Scratch Coding,Palestine,GEMS Wellington International School,Female,12,offline,24,2,3D Designing,5,ELECTRONICS
2117,728,Game Development - Block-Based,Palestine,Diyafah International School Abu Dhabi,Female,8,offline,96,4,3D Designing,5,ELECTRONICS
2118,728,Web Development,Cuba,Gems Cambridge International Abu Dhabi,Male,10,offline,24,2,Python,5,ELECTRONICS
2119,728,Internet of Things,Cuba,Diyafah International School Abu Dhabi,Male,9,online,48,3,Coding for kids,5,ELECTRONICS
2120,729,Coding For KidsCoding for kids,United Kingdom,GEMS Wellington Academy (Branch),Male,12,hybrid,48,3,Robotics Innovative Learning,4,UNIQUE COURSES
2121,729,Young Data Scientist,United Kingdom,Diyafah International School Abu Dhabi,Male,8,offline,48,3,Game Development,2,UNIQUE COURSES
2122,729,Arduino,Cuba,Star Private School,Female,9,offline,24,2,App Development,2,UNIQUE COURSES
2123,729,C++ Programming,Cuba,Diyafah International School Abu Dhabi,Female,9,hybrid,96,4,Robotics Innovative Learning,4,UNIQUE COURSES
2124,730,Young Web Developer,Jordan,AL SMO,Female,12,online,24,2,Coding for kids,4,GAME DEVELOPMENT
2125,731,Game Development - Block-Based,Jordan,Diyafah International School Abu Dhabi,Female,8,hybrid,8,1,AI,5,ROBOTICS
2126,731,Drone Technology,Iraq,MSB Private School,Male,12,hybrid,48,3,Technology Innovative Learning,4,ROBOTICS
2127,731,Game and App Development,Iraq,Diyafah International School Abu Dhabi,Male,8,offline,96,4,Graphics Designing,3,ROBOTICS
2128,731,Coding For KidsCoding for kids,Poland,Al Naseem International School,Female,6,online,48,3,Coding for kids,5,ROBOTICS
2129,731,Young Innovator,Poland,Diyafah International School Abu Dhabi,Female,10,online,96,4,3D Designing,4,ROBOTICS
2130,732,Young Coder,Qatar,English Language Private School,Female,10,hybrid,96,4,Python,5,ROBOTICS
2131,732,Space STEM,Qatar,Diyafah International School Abu Dhabi,Female,9,offline,48,3,Game Development,3,ROBOTICS
2132,732,Graphic Designing & Animation,UAE,Homeschool Global Middle east,Male,6,offline,48,3,3D Designing,4,ROBOTICS
2133,732,Artificial Intelligence & Machine Learning,UAE,Diyafah International School Abu Dhabi,Male,9,offline,24,2,3D Designing,2,ROBOTICS
2134,732,3D Designing & Modelling,Uganda,Victoria INstitution KL,Male,8,online,24,2,Technology Innovative Learning,3,ROBOTICS
2135,733,Robotics,Uganda,Diyafah International School Abu Dhabi,Male,8,online,48,3,AI,3,CODING
2136,733,Virtual Robotics & Mechatronics,Iraq,DPS,Male,8,offline,24,2,App Development,4,CODING
2137,733,Young Honcho,Iraq,Diyafah International School Abu Dhabi,Male,9,offline,48,3,Game Development,4,CODING
2138,734,HTML Programming,Jordan,Pakistan Educational Academy,Female,8,offline,96,4,Game Development,4,ROBOTICS
2139,734,Coding For KidsCoding for kids,Jordan,Diyafah International School Abu Dhabi,Female,8,online,8,1,Technology Innovative Learning,5,ROBOTICS
2140,735,Young Coder,Venezuela,Arcadia School,Male,7,hybrid,48,3,Robotics Innovative Learning,4,CODING
2141,735,Public Speaking & Entrepreneurship,Venezuela,Diyafah International School Abu Dhabi,Male,10,online,48,3,Python,2,CODING
2142,736,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Singapore,The International School of Choueifat,Male,7,online,24,2,Robotics Innovative Learning,4,ELECTRONICS
2143,736,Artificial Intelligence & Machine Learning,Singapore,Diyafah International School Abu Dhabi,Male,9,online,48,3,AI,3,ELECTRONICS
2144,736,French Language Course,Russia,Holi child auxillianlm,Male,7,offline,96,4,Game Development,4,ELECTRONICS
2145,736,Python Programming,Russia,Diyafah International School Abu Dhabi,Male,8,offline,48,3,Graphics Designing,4,ELECTRONICS
2146,737,Data Analysis with PythonData Science,China,Ow qusm high school,Male,10,offline,24,2,Game Development,5,CODING
2147,737,Coding For KidsCoding for kids,China,Diyafah International School Abu Dhabi,Male,8,online,48,3,AI,5,CODING
2148,738,Arduino,Singapore,Golf Indian High School,Female,6,online,96,4,Coding for kids,2,UNIQUE COURSES
2149,738,Data Analysis with PythonData Science,Singapore,Diyafah International School Abu Dhabi,Female,8,offline,48,3,Coding for kids,2,UNIQUE COURSES
2150,738,Coding For KidsCoding for kids,Armenia,Wellington International School,Female,11,offline,96,4,3D Designing,4,UNIQUE COURSES
2151,738,Graphic Designing & Animation,Armenia,Diyafah International School Abu Dhabi,Female,9,hybrid,48,3,Game Development,3,UNIQUE COURSES
2152,739,STEM Jr,Taiwan,Li Englisto,Female,8,hybrid,8,1,Robotics Innovative Learning,5,ROBOTICS
2153,739,Young Product Designer,Taiwan,Diyafah International School Abu Dhabi,Female,8,offline,24,2,Game Development,2,ROBOTICS
2154,739,Data Analysis with PythonData Science,Ukraine,Cardiff international school / Qatar Finland I fee atop all school,Male,8,offline,96,4,Robotics Innovative Learning,5,ROBOTICS
2155,740,Technology Innovative Learning,Ukraine,Diyafah International School Abu Dhabi,Male,9,hybrid,8,1,AI,5,DESIGNING AND ANIMATION
2156,740,Game Development,UAE,Cambridge Internatinal School,Female,10,online,24,2,Technology Innovative Learning,5,DESIGNING AND ANIMATION
2157,740,Graphic Designing,UAE,Diyafah International School Abu Dhabi,Female,9,online,48,3,Technology Innovative Learning,4,DESIGNING AND ANIMATION
2158,740,Public Speaking & Entrepreneurship,Iraq,Gulf Asian English school,Male,9,offline,24,2,Robotics Innovative Learning,4,DESIGNING AND ANIMATION
2159,741,Metaverse,Iraq,Diyafah International School Abu Dhabi,Male,8,online,8,1,App Development,3,STEM
2160,741,Design Thinking and Entrepreneur Program,Cook Islands,Al Adab Iranian Private School for Boys,Female,8,online,8,1,App Development,4,STEM
2161,741,Game Development with Unity,Cook Islands,Diyafah International School Abu Dhabi,Female,9,online,48,3,Python,4,STEM
2162,741,Game Development - Microsoft Arcade,Malaysia,GEMS Millennium Sharjah,Female,6,online,8,1,Coding for kids,5,STEM
2163,742,3D Designing and PrintingApp Design and Development,Malaysia,Diyafah International School Abu Dhabi,Female,9,offline,24,2,3D Designing,5,DESIGNING AND ANIMATION
2164,743,Drone Technology & Aerodynamics,Malaysia,Dubai English Speaking private college,Male,7,online,48,3,Python,4,CODING
2165,743,Web Development,Malaysia,Diyafah International School Abu Dhabi,Male,9,offline,48,3,Coding for kids,4,CODING
2166,743,STEM Sr,USA,Springdales School LLC,Female,6,hybrid,96,4,Game Development,3,CODING
2167,744,Robotics,USA,Diyafah International School Abu Dhabi,Female,9,hybrid,48,3,Robotics Innovative Learning,3,DESIGNING AND ANIMATION
2168,744,Young Game Developer,Singapore,Private,Female,12,hybrid,96,4,3D Designing,2,DESIGNING AND ANIMATION
2169,744,Tech Innovator,Singapore,Diyafah International School Abu Dhabi,Female,8,online,24,2,3D Designing,3,DESIGNING AND ANIMATION
2170,744,Space STEM,Iran,GEMS International School- Al Khail,Male,12,offline,48,3,Coding for kids,4,DESIGNING AND ANIMATION
2171,745,Young Data Scientist,Iran,Diyafah International School Abu Dhabi,Male,8,offline,48,3,App Development,5,CODING
2172,745,STEM Sr,Afghanistan,Regent International Private School,Male,12,offline,48,3,AI,5,CODING
2173,745,Young Web Developer,Afghanistan,Diyafah International School Abu Dhabi,Male,9,online,48,3,AI,4,CODING
2174,745,App Development,United Arab Emirates,Scottish High International School,Female,12,offline,48,3,Robotics Innovative Learning,4,CODING
2175,746,Technology Innovative Learning,United Arab Emirates,Diyafah International School Abu Dhabi,Female,9,hybrid,24,2,App Development,4,ELECTRONICS
2176,747,Public Speaking & Entrepreneurship,Poland,Cbsd,Male,12,online,96,4,Python,3,ROBOTICS
2177,747,Electronics for Kids,Poland,Diyafah International School Abu Dhabi,Male,9,hybrid,24,2,AI,4,ROBOTICS
2178,748,Artificial Intelligence for Non Programmers,Singapore,Emirates International School (Meadows),Female,12,hybrid,48,3,App Development,2,UNIQUE COURSES
2179,748,Technology Innovative Learning,Singapore,Mayoor Private school  abudhabi,Female,9,online,96,4,Game Development,5,UNIQUE COURSES
2180,748,Young Coder,India,Gemi NM,Male,12,hybrid,24,2,Python,5,UNIQUE COURSES
2181,748,Scratch Coding,India,Diyafah International School Abu Dhabi,Male,8,hybrid,24,2,App Development,4,UNIQUE COURSES
2182,748,Public Speaking & Entrepreneurship,Afghanistan,AUH,Female,12,hybrid,24,2,3D Designing,3,UNIQUE COURSES
2183,749,JAVA,Afghanistan,Diyafah International School Abu Dhabi,Female,8,online,96,4,Robotics Innovative Learning,4,ELECTRONICS
2184,749,HTML Programming,Egypt,"GD Goenka Public School, Agra, India",Female,12,online,24,2,Technology Innovative Learning,3,ELECTRONICS
2185,749,Microsoft Arcade,Egypt,Diyafah International School Abu Dhabi,Female,8,online,24,2,Coding for kids,5,ELECTRONICS
2186,750,Virtual Robotics & Mechatronics,New Zealand,GEMS World Academy,Male,12,offline,48,3,App Development,3,ARTIFICIAL INTELLIGENCE
2187,750,Young Innovator,New Zealand,Diyafah International School Abu Dhabi,Male,9,online,96,4,App Development,5,ARTIFICIAL INTELLIGENCE
2188,750,Game Development,Korea,GEMS World Academy,Female,12,hybrid,24,2,3D Designing,2,ARTIFICIAL INTELLIGENCE
2189,751,Young Honcho,Korea,Diyafah International School Abu Dhabi,Female,8,online,24,2,Coding for kids,3,ROBOTICS
2190,751,Young Coder,Cuba,D.t.e.a,Female,12,online,24,2,Technology Innovative Learning,3,ROBOTICS
2191,751,Graphic Designing & Animation,Cuba,Diyafah International School Abu Dhabi,Female,10,online,24,2,3D Designing,2,ROBOTICS
2192,752,LEGO Robotics,Nigeria,Al Diyafah High School,Male,12,online,48,3,Graphics Designing,4,UNIQUE COURSES
2193,753,Artificial Intelligence,Nigeria,Diyafah International School Abu Dhabi,Male,9,online,48,3,Game Development,3,ARTIFICIAL INTELLIGENCE
2194,753,STEM Sr,Taiwan,AgaKhan,Male,12,hybrid,24,2,Technology Innovative Learning,4,ARTIFICIAL INTELLIGENCE
2195,753,Young Honcho,Taiwan,Diyafah International School Abu Dhabi,Male,9,online,48,3,Coding for kids,4,ARTIFICIAL INTELLIGENCE
2196,753,Graphic Designing,Afghanistan,Alhussan International School,Female,12,hybrid,48,3,Game Development,4,ARTIFICIAL INTELLIGENCE
2197,754,Drone Technology & Aerodynamics,Afghanistan,Diyafah International School Abu Dhabi,Female,9,offline,48,3,3D Designing,4,ROBOTICS
2198,755,Young Web Developer,Cook Islands,Victoria INstitution KL,Female,12,offline,24,2,3D Designing,2,STEM
2199,755,Young Designer,Cook Islands,Diyafah International School Abu Dhabi,Female,9,online,8,1,Coding for kids,5,STEM
2200,755,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Venezuela,"DPS, Doha",Male,12,hybrid,8,1,App Development,4,STEM
2201,756,Game Development,Venezuela,Diyafah International School Abu Dhabi,Male,9,online,8,1,Robotics Innovative Learning,4,UNIQUE COURSES
2202,756,Tech Innovator,Srilanka,In Phillipines,Male,12,online,48,3,Coding for kids,2,UNIQUE COURSES
2203,756,HTML Programming,Srilanka,Diyafah International School Abu Dhabi,Male,9,offline,48,3,Coding for kids,4,UNIQUE COURSES
2204,757,Young Web Developer,United Arab Emirates,GEMS Heritage  Indian School,Female,12,online,8,1,Coding for kids,4,GAME DEVELOPMENT
2205,757,Programming & Coding - Python/JAVA/HTML/C/C++,United Arab Emirates,Diyafah International School Abu Dhabi,Female,8,offline,48,3,App Development,2,GAME DEVELOPMENT
2206,757,Data Analysis with PythonData Science,USA,Princeton Public School,Male,12,online,8,1,Python,5,GAME DEVELOPMENT
2207,757,Game Development - Block-Based,USA,Diyafah International School Abu Dhabi,Male,8,online,8,1,App Development,2,GAME DEVELOPMENT
2208,758,Internet of Things,Poland,"Aspen Heights, Abu Dhabi",Female,12,offline,48,3,Python,2,GAME DEVELOPMENT
2209,758,Young Coder,Poland,Diyafah International School Abu Dhabi,Female,8,offline,24,2,AI,2,GAME DEVELOPMENT
2210,758,Game Development - Block-Based,Ireland,American International School,Male,13,hybrid,24,2,AI,5,GAME DEVELOPMENT
2211,758,Graphic Designing & Animation,Ireland,Diyafah International School Abu Dhabi,Male,8,online,48,3,Graphics Designing,4,GAME DEVELOPMENT
2212,758,C++ Programming,Palestine,British school of Bahrain,Male,12,online,8,1,Graphics Designing,2,GAME DEVELOPMENT
2213,759,Young Entrepreneur,Palestine,Diyafah International School Abu Dhabi,Male,8,hybrid,24,2,Robotics Innovative Learning,4,UNIQUE COURSES
2214,759,3D Designing & Modelling,China,AUH,Female,12,hybrid,24,2,Game Development,3,UNIQUE COURSES
