Student Name,Student_ID,Previous Course selected,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Field of Interest,Difficulty Level,Course Recommended,Course Rating
student 2027,69491,Game Development - Block-Based,Python Programming,IndiaSpain,Al Diyafah High School,Male,8.0,hybrid,48,Sports,3,Robotics Innovative Learning,4
student 2028,48315,Young Honcho,Young Product Designer,Uganda,Al Diyafah High School,Male,8.0,hybrid,24,Technology,2,AI,4
student 2029,89481,Technology Innovative Learning,Drone Technology,Ukraine,Al Diyafah High School,Female,8.0,offline,48,Sports,3,3D Designing,4
student 2030,80025,Artificial Intelligence,Graphic Designing,Cook Islands,Al Diyafah High School,Male,9.0,hybrid,96,Music,4,3D Designing,3
student 2031,82987,Young Entrepreneur,Graphic Designing,Singapore,Al Diyafah High School,Female,8.0,hybrid,24,Art,2,Coding for kids,2
student 2032,58167,App Design and Development,C Programming,Egypt,Regent International Private School,Female,8.0,hybrid,8,Music,1,AI,4
student 2033,85410,Young Coder,Technology Innovative Learning,Uruguay,Regent International Private School,Male,8.0,online,24,Art,2,Robotics Innovative Learning,4
student 2034,75834,Python Programming,Young Web Developer,Uganda,Regent International Private School,Male,9.0,online,96,Technology,4,Game Development,4
student 2035,36724,App Development,Space STEM,Egypt,Regent International Private School,Male,8.0,online,48,Music,3,App Development,4
student 2036,16481,Game Development - Microsoft Arcade,Electronics Program,Malaysia,Al Diyafah High School,Male,8.0,offline,8,Technology,1,Technology Innovative Learning,2
student 2037,53337,Web Development,Artificial Intelligence of Things (AIoT),Pakistan,Al Diyafah High School,Female,8.0,online,96,Technology,4,Game Development,5
student 2038,50211,Young Coder,Young Web Developer,Pakistan,Regent International Private School,Male,9.0,hybrid,96,Art,4,3D Designing,3
student 2039,32769,Internet of Things,Artificial Intelligence,Bahrain,Al Diyafah High School,Male,8.0,online,8,Science,1,AI,4
student 2040,28343,Graphic Designing,Game Development with Unity,Switzerland,Regent International Private School,Male,9.0,hybrid,48,Sports,3,App Development,2
student 2041,10497,Metaverse,Augmented & Virtual Reality,Srilanka,Regent International Private School,Male,9.0,hybrid,96,Science,4,Technology Innovative Learning,4
student 2042,86348,STEM Sr,C Programming,Switzerland,Regent International Private School,Male,8.0,hybrid,24,Science,2,Technology Innovative Learning,5
student 2043,60765,JAVA,Augmented & Virtual Reality,KSA,Al Diyafah High School,Male,8.0,offline,8,Technology,1,Python,3
student 2044,69885,Young Product Designer,Scratch Coding,Qatar,Al Diyafah High School,Female,8.0,hybrid,48,Mathematics,3,3D Designing,3
student 2045,84294,VEX Robotics,Artificial Intelligence & Machine Learning,India,Regent International Private School,Female,9.0,offline,24,Art,2,AI,5
student 2046,93303,App Design and Development,Game Development with Unity,Taiwan,Al Diyafah High School,Male,8.0,hybrid,96,Art,4,App Development,4
student 2047,63090,French Language Course,Young Designer,Syria,Al Diyafah High School,Male,8.0,hybrid,24,Art,2,Game Development,4
student 2048,28179,Technology Innovative Learning,Python Programming,Uruguay,Al Diyafah High School,Male,8.0,offline,24,Music,2,Graphics Designing,3
student 2049,17189,Data Analysis with Python,Robotics,Egypt,Al Diyafah High School,Male,8.0,hybrid,96,Science,4,Technology Innovative Learning,2
student 2050,15791,Virtual Robotics & Mechatronics,Young App Developer,Switzerland,Al Diyafah High School,Female,8.0,hybrid,24,Sports,2,3D Designing,2
student 2051,32254,3D Designing and Printing,STEM Jr,Malaysia,Al Diyafah High School,Female,8.0,offline,24,Science,2,Graphics Designing,2
student 2052,53732,Internet of Things,Artificial Intelligence,Oman,Al Diyafah High School,Female,8.0,hybrid,24,Art,2,Python,4
student 2053,34346,Design Thinking and Entrepreneur Program,STEM Jr,New Zealand,Al Diyafah High School,Male,8.0,hybrid,48,Technology,3,App Development,5
student 2054,62900,Game Development with Unity,Young App Developer,United States,Al Diyafah High School,Male,8.0,online,96,Art,4,3D Designing,5
student 2055,79482,Young Game Developer,App Development,United Kingdom,Al Diyafah High School,Female,8.0,online,48,Science,3,Coding for kids,4
student 2056,34577,Young App Developer,C Programming,Switzerland,Al Diyafah High School,Male,8.0,online,24,Sports,2,3D Designing,5
student 2057,98248,Game Development - Microsoft Arcade,Augmented & Virtual Reality,Switzerland,Al Diyafah High School,Female,8.0,offline,24,Technology,2,3D Designing,4
student 2058,21362,Game Development - Block-Based,Graphic Designing,Uruguay,Al Diyafah High School,Female,8.0,offline,24,Science,2,Technology Innovative Learning,4
student 2059,30231,Artificial Intelligence of Things (AIoT),Graphic Designing,Taiwan,Al Diyafah High School,Male,8.0,online,48,Sports,3,Robotics Innovative Learning,2
student 2060,40692,Young Data Scientist,Graphic Designing,Armenia,Al Diyafah High School,Female,8.0,online,96,Art,4,App Development,5
student 2061,98981,Game Development - Microsoft Arcade,Data Science,UAE,Al Diyafah High School,Female,8.0,offline,48,Music,3,Graphics Designing,5
student 2062,79260,Artificial Intelligence & Machine Learning,App Development,Bosnia and Herzegovina,Al Diyafah High School,Male,8.0,hybrid,48,Science,3,Technology Innovative Learning,3
student 2063,56120,Metaverse,Python Programming,Singapore,Al Diyafah High School,Male,8.0,offline,24,Music,2,App Development,3
student 2064,27612,Young Entrepreneur,Technology Innovative Learning,Cameroon,Al Diyafah High School,Male,8.0,offline,48,Music,3,Python,3
student 2065,58882,Technology Innovative Learning,Virtual Robotics & Mechatronics,Syria,Al Diyafah High School,Female,8.0,offline,48,Science,3,Coding for kids,5
student 2066,90104,Young Product Designer,Virtual Robotics,Iran (Islamic Republic of),Al Diyafah High School,Male,8.0,hybrid,48,Technology,3,Coding for kids,4
student 2067,36769,Virtual Robotics & Mechatronics,Robotics,Iraq,Al Diyafah High School,Male,8.0,online,96,Technology,4,Python,2
student 2068,46923,Young Coder,Drone Technology & Aerodynamics,KSA,Al Diyafah High School,Male,8.0,offline,48,Mathematics,3,App Development,5
student 2069,31570,Scratch Coding,Game Development - Microsoft Arcade,Armenia,Al Diyafah High School,Female,8.0,hybrid,48,Technology,3,Technology Innovative Learning,4
student 2070,85496,Game Development - Microsoft Arcade,Robotics,Korea,Al Diyafah High School,Male,8.0,hybrid,24,Music,2,Robotics Innovative Learning,3
student 2071,43514,C Programming,Python Programming,Cook Islands,Al Diyafah High School,Female,8.0,hybrid,48,Music,3,Coding for kids,5
student 2072,67640,STEM Jr,Robotics,Bosnia and Herzegovina,Al Diyafah High School,Female,8.0,online,24,Technology,2,App Development,2
student 2073,72070,Young Coder,Robotics,Afghanistan,Al Diyafah High School,Male,8.0,online,48,Technology,3,App Development,3
student 2074,40567,App Design and Development,Web Development,IndiaSpain,Al Diyafah High School,Male,8.0,online,24,Mathematics,2,Coding for kids,2
student 2075,25500,Augmented & Virtual Reality,Artificial Intelligence,Singapore,Al Diyafah High School,Female,8.0,offline,48,Science,3,AI,3
student 2076,42671,Space STEM,VEX Robotics,Ukraine,Al Diyafah High School,Male,8.0,hybrid,48,Art,3,Technology Innovative Learning,5
student 2077,20810,Artificial Intelligence & Machine Learning,Game Development,Cameroon,Mayoor Private school  abudhabi,Male,8.0,hybrid,48,Mathematics,3,App Development,5
student 2078,34558,Game Development with Unity,Technology Innovative Learning,Egypt,Al Diyafah High School,Male,9.0,online,96,Sports,4,Graphics Designing,5
student 2079,84825,Internet of Things,Public Speaking & Entrepreneurship,India,Al Diyafah High School,Female,10.0,offline,24,Technology,2,Coding for kids,2
student 2080,51155,Game Development - Microsoft Arcade,STEM Sr,Oman,Al Diyafah High School,Female,8.0,offline,8,Technology,1,AI,4
student 2081,45237,Python Programming,Virtual Robotics & Mechatronics,Afghanistan,Al Diyafah High School,Female,9.0,offline,8,Technology,1,AI,4
student 2082,95782,3D Designing,Game Development - Block-Based,Afghanistan,Al Diyafah High School,Female,8.0,online,24,Mathematics,2,3D Designing,4
student 2083,75873,HTML Programming,Artificial Intelligence & Machine Learning,Armenia,Al Diyafah High School,Male,9.0,offline,8,Sports,1,Technology Innovative Learning,4
student 2084,66971,Virtual Robotics,HTML Programming,Taiwan,Al Diyafah High School,Female,8.0,hybrid,24,Music,2,Robotics Innovative Learning,3
student 2085,50195,Game Development with Unity,Young Designer,USA,Al Diyafah High School,Female,8.0,hybrid,48,Technology,3,Game Development,4
student 2086,44660,Graphic Designing,HTML Programming,Singapore,Al Diyafah High School,Male,9.0,offline,48,Art,3,Game Development,2
student 2087,54674,Robotics,Virtual Robotics & Mechatronics,Egypt,Al Diyafah High School,Male,8.0,hybrid,8,Art,1,Graphics Designing,4
student 2088,87623,Artificial Intelligence & Machine Learning,Robotics,Pakistan,Al Diyafah High School,Male,8.0,offline,24,Art,2,Game Development,3
student 2089,56418,Metaverse,Game Development,Armenia,Diyafah International School Abu Dhabi,Female,8.0,online,24,Art,2,Game Development,5
student 2090,68470,Young Product Designer,Technology Innovative Learning,Jordan,Al Diyafah High School,Male,9.0,offline,24,Mathematics,2,Coding for kids,3
student 2091,28658,C++ Programming,Game Development - Block-Based,Korea,Al Diyafah High School,Female,8.0,hybrid,48,Technology,3,Game Development,4
student 2092,40797,Graphic Designing,Scratch Coding,Srilanka,Al Diyafah High School,Female,9.0,online,48,Sports,3,Python,3
student 2093,39863,Young Data Scientist,Design Thinking and Entrepreneur Program,Cuba,Al Diyafah High School,Male,9.0,offline,48,Music,3,AI,2
student 2094,40828,Game Development,Internet of Things,United Arab Emirates,Al Diyafah High School,Female,9.0,online,24,Science,2,App Development,5
student 2095,31024,Artificial Intelligence of Things (AIoT),Robotics,Saudi Arabia,Al Diyafah High School,Female,9.0,hybrid,8,Science,1,Robotics Innovative Learning,4
student 2096,22407,Artificial Intelligence,Python Programming,Iran (Islamic Republic of),Diyafah International School Abu Dhabi,Female,9.0,hybrid,48,Music,3,Graphics Designing,2
student 2097,63454,Young App Developer,Scratch Coding,Taiwan,Al Diyafah High School,Male,9.0,offline,24,Technology,2,Robotics Innovative Learning,2
student 2098,12241,Internet of Things,Robotics,Canada,Al Diyafah High School,Female,9.0,hybrid,96,Music,4,Robotics Innovative Learning,3
student 2099,82336,VEX Robotics,Arduino,Pakistan,Al Diyafah High School,Female,8.0,online,48,Technology,3,Game Development,3
student 2100,99693,STEM Sr,Artificial Intelligence,Pakistan,Al Diyafah High School,Male,8.0,online,96,Art,4,Game Development,4
student 2101,57804,Space STEM,Robotics,United States,Al Diyafah High School,Female,9.0,hybrid,48,Art,3,App Development,4
student 2102,73879,Arduino,3D Designing & Modelling,Iraq,Al Diyafah High School,Male,10.0,hybrid,24,Mathematics,2,AI,4
student 2104,29253,Data Science,Game Development,USA,Al Diyafah High School,Female,8.0,hybrid,24,Science,2,Graphics Designing,4
student 2105,50392,Internet of Things,JAVA,Switzerland,Al Diyafah High School,Male,8.0,offline,96,Art,4,Coding for kids,3
student 2106,48921,3D Designing & Modelling,Robotics,Malaysia,Al Diyafah High School,Female,10.0,online,48,Sports,3,Technology Innovative Learning,3
student 2107,54449,Artificial Intelligence of Things (AIoT),Metaverse,Egypt,Al Diyafah High School,Male,8.0,hybrid,24,Technology,2,Robotics Innovative Learning,5
student 2108,47487,Artificial Intelligence for Non Programmers,JAVA,Iran (Islamic Republic of),Al Diyafah High School,Female,8.0,online,48,Sports,3,Python,4
student 2109,33011,Young Game Developer,Young Honcho,Taiwan,Al Diyafah High School,Female,8.0,online,48,Sports,3,Robotics Innovative Learning,5
student 2110,26056,Drone Technology,Technology Innovative Learning,Srilanka,Al Diyafah High School,Female,8.0,online,48,Science,3,Graphics Designing,4
student 2111,30221,App Development,Robotics,Saudi Arabia,Al Diyafah High School,Female,9.0,offline,48,Music,3,AI,5
student 2112,95801,Young Honcho,Python Programming,USA,Al Diyafah High School,Male,9.0,online,48,Technology,3,Game Development,4
student 2113,12625,Artificial Intelligence of Things (AIoT),JAVA,Canada,Diyafah International School Abu Dhabi,Female,9.0,offline,24,Art,2,Technology Innovative Learning,4
student 2114,66239,Scratch Coding,Drone Technology & Aerodynamics,Canada,Al Diyafah High School,Male,6.0,offline,24,Mathematics,2,AI,4
student 2115,90195,Young App Developer,Arduino,Nigeria,Al Diyafah High School,Female,8.0,offline,96,Art,4,AI,4
student 2116,46171,Game Development with Unity,VEX Robotics,Iraq,Al Diyafah High School,Male,8.0,online,8,Technology,1,3D Designing,4
student 2117,82844,Game Development with Unity,Drone Technology & Aerodynamics,United Kingdom,Al Diyafah High School,Female,8.0,online,48,Science,3,Game Development,5
student 2118,16170,Technology Innovative Learning,Graphic Designing,Bahrain,Al Diyafah High School,Male,9.0,hybrid,8,Technology,1,Python,2
student 2119,46548,HTML Programming,STEM Jr,IndiaSpain,Al Diyafah High School,Female,10.0,offline,48,Music,3,AI,2
student 2120,96495,3D Designing,Space STEM,United States,Al Diyafah High School,Female,8.0,online,96,Science,4,App Development,2
student 2121,76545,Young Product Designer,French Language Course,Jordan,Al Diyafah High School,Female,8.0,hybrid,48,Sports,3,Python,4
student 2122,64014,Drone Technology & Aerodynamics,Web Development,Nigeria,Al Diyafah High School,Male,8.0,offline,48,Art,3,Coding for kids,4
student 2123,30471,Graphic Designing & Animation,Data Science,Ukraine,Al Diyafah High School,Female,8.0,offline,8,Art,1,3D Designing,2
student 2124,82322,Game Development - Block-Based,C Programming,Srilanka,Al Diyafah High School,Female,7.0,hybrid,48,Art,3,Robotics Innovative Learning,4
student 2125,23578,3D Designing & Modelling,Python Programming,Singapore,Al Diyafah High School,Female,8.0,hybrid,24,Art,2,App Development,4
student 2126,55064,Young Entrepreneur,HTML Programming,Switzerland,Al Diyafah High School,Male,9.0,online,48,Sports,3,Technology Innovative Learning,3
student 2127,26590,French Language Course,STEM Jr,Ukraine,Al Diyafah High School,Female,10.0,offline,96,Technology,4,Coding for kids,3
student 2128,71020,Public Speaking & Entrepreneurship,Web Development,Nigeria,Al Diyafah High School,Female,8.0,hybrid,48,Art,3,AI,5
student 2129,65755,C++ Programming,Young Innovator,Palestine,Al Diyafah High School,Male,6.0,hybrid,8,Sports,1,3D Designing,2
student 2130,72430,Augmented & Virtual Reality,Web Development,Cuba,Al Diyafah High School,Male,6.0,hybrid,48,Science,3,3D Designing,2
student 2131,61565,HTML Programming,Technology Innovative Learning,Russia,Al Diyafah High School,Male,8.0,hybrid,48,Music,3,Coding for kids,3
student 2132,88294,Young Coder,Data Science,Palestine,Al Diyafah High School,Female,6.0,hybrid,48,Science,3,App Development,4
student 2133,99006,Game Development,Virtual Robotics & Mechatronics,India,Al Diyafah High School,Male,6.0,offline,48,Technology,3,3D Designing,5
student 2134,75670,Game Development - Block-Based,Robotics,India,Al Diyafah High School,Female,6.0,hybrid,24,Sports,2,3D Designing,4
student 2135,60531,Game Development with Unity,Artificial Intelligence & Machine Learning,India,Diyafah International School Abu Dhabi,Female,9.0,online,8,Sports,1,App Development,5
